index,Product Name,Description,Reviewer Name,Review Title,Review,Date,Rating,Verified Purchase,Helpful Votes,compound,positive,negative,neutral_sentiment,anger,disgust,fear,joy,neutral,sadness,surprise
10,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity Improvement, 34g x4ea",,BethH,Skin felt great afterwards,"I was a little scared to use these as my skin is acne prone, it can be dry but also oily. I kept the first one on for about 4 hours until it turned clear. The next day my skin felt and looked good, kind of firmed up in a good way, and had a nice dewy look, but not overly so. A couple weeks later I used it again but this time left it on all night. I did feel like my skin was extra oily for the next couple days after that. So the next time I again left it on for only 4 hours and my skin felt great again. It has never caused me to break out. It's become kind of a monthly spa day/ treat for myself.",10/23/2024,5,Yes,0,0.9807,0.193,0.013,0.794,0.011137994937598705,0.16114790737628937,0.3470141291618347,0.09312309324741364,0.29798397421836853,0.07953815162181854,0.010054712183773518
11,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity Improvement, 34g x4ea",,Phyllis Melton,It works,"The product worked. When I peeled it off my face, my face had a stunning glow just like the photos shown in other reviews. What I didn't like was the fact that I had to wear it all night before the mask became clear and ready to be removed. Also, the glow faded once I washed my face. My face was still soft and smooth but without that stunning glow. The instructions never mentioned that you should not wash your face right after use so I'm not sure if I should not have done that. Since my face was washed before applying the mask I could have gone through the day without washing again. I did not know that doing so would affect the glow.  I also used a deep cleanser so that could have caused that result. I will try it again without washing my face afterwards to see if that makes a difference.",10/17/2024,5,Yes,2,0.7515,0.081,0.019,0.9,0.013526634313166142,0.17142106592655182,0.0197273101657629,0.027707381173968315,0.5551513433456421,0.03148211911320686,0.18098419904708862
12,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity Improvement, 34g x4ea",,Sammy,Very hydrating,"I only kept the mask on for a couple of hours but my skin felt very hydrated afterwards. I would say the effects remained for about four days or so. For reference I am 52 years old with slightly dry skin. It is best if you minimize movement for 20-30 minutes to allow the mask to set. I did find that once the mask said a little bit I had to cut in some spots to help to help it lay better. I have already ordered more masks for not only myself, but to give as gifts for Christmas. Definitely recommend.",10/26/2024,4,Yes,0,0.9757,0.228,0.023,0.749,0.006322132423520088,0.028489435091614723,0.0021455856040120125,0.06462833285331726,0.8725154399871826,0.019412565976381302,0.006486513651907444
13,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity Improvement, 34g x4ea",,Persephone67,Worth the money,My mom who is 84 and doesn't see that well asked me if I had been doing facials because my skin looked really good. I'm 57 btw. I had only done one mask at that point for a little less than 3 hours. I'm a little hesitant about trying to use them while I sleep. I would say it's worth it. I used to have facials religiously and the last time I had one at the salon I spent a ton of money and saw zero difference. These masks you spend not very much money and you see a visible difference. They're from Korea too and not China which I like. K beauty is called K beauty for a reason. Repurchasing.,10/15/2024,4,Yes,2,0.8427,0.109,0.048,0.842,0.003197081619873643,0.008484040386974812,0.8420084714889526,0.006318897940218449,0.1203533411026001,0.003527639666572213,0.016110410913825035
14,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity Improvement, 34g x4ea",,shopaholic,Glow-y,I’ve been seeing this mask all over social media for some time now & finally decided to buy it. I only gave it 4 stars b/c it’s not as easy to put on as some of these videos show. Mine tore when I took it out of the package & even more as I was putting it on. So be careful if you have long nails. There is no scent. As I was laying in bed I decided to read some more reviews & that’s when I decided to leave it on for 3-4 hours b/c I wanted to see if I’d have a reaction. I was falling asleep so I took it off in the dark & was so tired I didn’t want to get up to look at my skin. In the morning I looked in the mirror & my skin was glowing but not greasy. I did have a bump on the side of my face but I don’t know if it’s from the mask or not.Mask stayed on well after I put it on.Didn’t feel slimy or greasy.Skin looked smooth & hydrated in the a.m.Will try overnight next time.,9/9/2024,4,Yes,0,-0.1785,0.031,0.046,0.923,0.011749625205993652,0.05465163663029671,0.010798538103699684,0.018726328387856483,0.7329156398773193,0.09399884939193726,0.0771593376994133
15,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity Improvement, 34g x4ea",,Cynful,Hate to love it,"Ugh, this jelly like mask is ssooo obnoxious. It’s very easy to put your finger through it. Then positioning it takes work. It also dries out around the edges and lifts. I also found myself ripping it off at four hours in irritation. But let me tell you something. This thing is magic. My skin looked fabulous! And I used the little extra cutouts on my eyelids and lips. I know I will reluctantly buy this again.",11/2/2024,4,Yes,0,0.4746,0.106,0.093,0.801,0.12707701325416565,0.6955790519714355,0.0028920210897922516,0.005790223367512226,0.13970866799354553,0.0242723748087883,0.004680817946791649
16,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity Improvement, 34g x4ea",,Rebecca H,Just Try It!,"Texture is fragile so be careful not to tear it if you have nails. Once applied, it shifted slightly for maybe 30 minutes so readjusting was a little irritating but I was awake and moving around. After that, it stayed put! Dried to clear by morning and my skin looked amazing when I woke up! One of the 11 lines between my eyes is pretty deep and it was completely gone. Three hours later, its back but not nearly as deep as usual. I am in my early 40's, I will definitely be repurchasing these for self-care days!!!",10/28/2024,5,Yes,0,0.9596,0.177,0.017,0.806,0.05884714424610138,0.04680221155285835,0.008131389506161213,0.025112541392445564,0.2000000774860382,0.02022208273410797,0.640884518623352
17,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity Improvement, 34g x4ea",,dolmr06,Receiving compliments on my skin for the first time in years,"I tried this mask on a whim, but after wearing it overnight once a week for two months, I've gotten more compliments on my skin than I have in the past 10 years! I don't know how it works, but I'm going to keep buying it.One note: I'm a side sleeper, so I get in bed and read for about 20 min to let the mask adhere to my skin before I turn over to go to sleep. It doesn't leave a mess on my pillow and it stays on my face all night.",10/27/2024,5,Yes,0,0.8003,0.091,0.0,0.909,0.032590776681900024,0.0603695809841156,0.004641559906303883,0.01922423392534256,0.7812318205833435,0.021435784175992012,0.0805063545703888
18,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity Improvement, 34g x4ea",,michelsl,Magic in a box,"This is a thicker, jelly like mask (not those paper thin ones that are soaked in serum). It comes in two separate pieces, upper and lower half, which makes it more customizable in terms of fitting your face. You leave it on for a least a few hours (I normally go to bed with mine on and on the middle of the night I’ll wake up to pee or something and take it off then) and it becomes transparent, indicating that all the serum has now been absorbed into your skin. I was a little skeptical at first like how could this really be that different than other sheet masks? But the first time I used it, the next day I noticed the deep wrinkle in my forehead was so much smoother! About a week after using it the first time I also had someone tell me I look refreshed and well rested.. I immediately bought more 😂 There doesn’t seem to be a smell/scent to it and it comes in a pack of 4",10/3/2024,5,Yes,3,0.5004,0.039,0.026,0.935,0.012586317025125027,0.05076729133725166,0.044999830424785614,0.00587126612663269,0.5618817806243896,0.0030647844541817904,0.32082873582839966
19,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity Improvement, 34g x4ea",,Ms. W,Saved me from desert dry!,"I am not too big on skincare, but I have been following this mask's hype on digital platforms, a couple of months back I ordered since the price tag is not bad. I live in Arizona and it gets really dry here, this mask worked like magic. Helped me combat the dryness. The best part is you don't have to use it daily (unless you want a baby skin), I use it once every week and it keeps my skin plumped the whole week.I take this with me during travel and put it while I am on the plane to not a jetlagged skin after. This review is coming from a toddler mom and a full-time worker so you can imagine how much limited time I have for myself.",10/11/2024,5,Yes,0,0.8697,0.109,0.042,0.849,0.005350204650312662,0.012407093308866024,0.001280994969420135,0.012199314311146736,0.9464423060417175,0.006605234462767839,0.01571485586464405
20,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity Improvement, 34g x4ea",,J. Tumlinson,Glass skin???,"Maybe my skin is just alot dryer than everyone else's.  I definitely didn't feel as though I achieved the ""glass skin"" that others have raved about, but I do see a difference in the undereye area so that's a plus.  I only left the mask on for 4 hours, not overnight so next time I will do that.I will say my skin does feel moisturized and looks plump.I did get all the liquid out of the packaging and made sure to apply it to my skin after removing the mask.  No sticky residue and no unpleasant smell.  Will update after additional use.",10/14/2024,4,Yes,21,-0.714,0.046,0.094,0.859,0.005650408565998077,0.3950234353542328,0.006249311380088329,0.06086212396621704,0.36618807911872864,0.15590940415859222,0.010117179714143276
21,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity Improvement, 34g x4ea",,sheree,My life is changed,"This is my first review ever and I order a disgusting amount of stuff on amazon. My biggest concern is craters for pores, and the first time I used this, I forgot I had an online meeting and I talked the first full hour I had it on. It moved it around a bit and the center most part of my cheeks my by nose were left uncovered (where a great deal of my big pores are). I took the mask off after 3 hours and the pores that were covered were literally 1/3 of the size of the uncovered pores because they were so clear and hydrated. I haven't seen them this small since I was like maybe 12 (and am now 34). My only issue is that I've told myself I'm only allowing myself to wear one once a week instead of living an entire every day life under them. I feel wasteful with the trash at the end, but omg.",10/2/2024,5,Yes,0,0.5622,0.051,0.014,0.934,0.008582182228565216,0.9591480493545532,0.0033785244449973106,0.00043915462447330356,0.017344240099191666,0.007391138467937708,0.0037166622933000326
22,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity Improvement, 34g x4ea",,brookiecookie,100% buying again,"Instagram made me buy this. Glad I checked Amazon before buying off an Instagram ad. Saved 50% by buying from Amazon. Same product, same quality. Made in Korea. Mask goes on white, dries clear after about 4 hours. I left my mask on for 13 hours over night. The Instagram and tiktok ads all say ""my skin looks like glass after"" showing a super shiny appearance. This is just the residue collagen serum from the mask. When you wash your face, this will go away leaving the face soft, but not super shiny. This mask helped my menstrual outbreak on my forehead tremendously! Pack came with 4 masks, I'll be doing this once a week. I put the eye and mouth pieces on my neck and used the left over collagen serum in the package on my hands and neck. Highly recommend.",10/14/2024,5,Yes,14,0.9594,0.15,0.0,0.85,0.010031390935182571,0.010142184793949127,0.0015359424287453294,0.3588311970233917,0.5139226913452148,0.011601732112467289,0.09393482655286789
23,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity Improvement, 34g x4ea",,B.Burnett,Did what everyone is talking about,"So I decided to hop on the bandwagon and try these masks everyone is talking about.  I have to say that I did notice a difference in my skin. It felt smoother, my pores were visibly smaller and I did experience the 'glass' look to my skin.  Virtually ordorless.  I'm not a fan of how cold it is with application and not sure if it can be warmed under warm water (didn't want to try because i could've ruined the product).  I am satisfied with the results I received!",10/16/2024,4,Yes,0,-0.1872,0.077,0.097,0.826,0.0032698167487978935,0.006974405143409967,0.0019833624828606844,0.8707736730575562,0.09315627813339233,0.009839614853262901,0.01400279626250267
24,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity Improvement, 34g x4ea",,jenjers,"Need to leave on a long time, no results yet","I've been using this about 3 times a week for about 2 weeks, although the package says you can use it daily. My biggest complaint so far is that you need to leave it on 3-4 hours until the mask goes clear. I don't exactly have 3-4 hours every day where I can just sit around doing nothing. There are mouth and eye holes, but the mask can occasionally slip if you are sitting up straight. The mask consists of a lower and upper part which are put on separately which is also a bit odd.",10/15/2024,4,Yes,0,-0.5106,0.043,0.088,0.868,0.031862616539001465,0.2753795087337494,0.01660550944507122,0.0016566306585446,0.6240552663803101,0.020466502755880356,0.02997388318181038
25,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity Improvement, 34g x4ea",,Meghan R Gehr,Maybe it is doing something?,Use a mask weekly and honestly have no idea if anything is happening but that is ok. This mask is the slipperiest thing I have ever touched but it goes on smooth and actually stays on when you sit up and even walk around. Be careful not to rip it because it is fragile.,10/31/2024,4,Yes,0,0.6249,0.119,0.028,0.853,0.008572429418563843,0.01884506642818451,0.01786971278488636,0.0046926988288760185,0.9337210655212402,0.004289756063371897,0.012009275145828724
26,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity Improvement, 34g x4ea",,melanie,"Highly Recommend for Facial Moisture, Smoothness and Hydration","It's a must have for me in my skin care rotation!  I honestly don't find it that hard to sleep in since it sticks to your skin and stays pretty well in place.  I definitely notice an increase in hydration in my skin and now require it 2x a week.  I've already sent a recommendation to a number of my friends.  It's not over liquidy, does what it says!",10/26/2024,5,Yes,0,0.9589,0.279,0.018,0.702,0.03402707353234291,0.016903052106499672,0.014118948951363564,0.07215926796197891,0.5383962988853455,0.03433679789304733,0.2900586724281311
27,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity Improvement, 34g x4ea",,Makeup by Sabina,"⭐⭐⭐⭐☆ Great Hydration, Slight Fit Issues","I tried the BIODANCE Bio-Collagen Real Deep Mask and overall, it provided fantastic hydration for my skin. I used it overnight, and by morning, my face felt noticeably smoother and more refreshed. The serum dried clear and the elasticity improvement was real! However, the mask itself wasn’t very adjustable, especially for someone with a round face like mine, and I ended up tearing it while trying to fit it properly. If you’re careful during application, it does deliver great results. Just be aware it’s not the most flexible mask, but it’s worth the effort for the hydration boost!",10/7/2024,4,Yes,3,0.9381,0.189,0.014,0.797,0.007497633341699839,0.02118833363056183,0.002156561939045787,0.2557205557823181,0.6715956926345825,0.013109938241541386,0.02873128280043602
28,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity Improvement, 34g x4ea",,SweetTBella,Excellent Product,"This product is amazing. I first wash, tone and moisturize my face with Lancôme Génifique face serum. Afterwards, apply the collagen mask overnight. It dissolves into the skin clear after a few hours. My only complaint is the mask shifts after a few hours almost like it shrinks.  It also is  very delicate and rips easily. Other than that you will see an immediate difference. May cause light acne for oily or combination t-zone people.",10/24/2024,5,Yes,0,0.8519,0.155,0.027,0.818,0.013939172960817814,0.13489824533462524,0.03874089568853378,0.01763738878071308,0.6914367079734802,0.038407064974308014,0.06494057178497314
29,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity Improvement, 34g x4ea",,JStone,Lives up to the hype!,"I don't normally like sheet mask type products. They slide and the product gets into my eyes. This stays where you put it! I used during the day and it was as comfortable as something like this could be. It's also very cooling. The result was awesome, just as advertised. I highly recommend giving this a try. I bought it on sale in the 4 pack. I will be purchasing it again in the larger pack.",10/26/2024,5,Yes,0,0.8733,0.164,0.052,0.784,0.004931391682475805,0.013206593692302704,0.0020537404343485832,0.24633163213729858,0.7008293271064758,0.0059577845968306065,0.02668958157300949
